id,ref,nombre,usd,costoAntes,costoDespues,precioAntes,precioDespues
"10943","095561366-0000","6006-C-2HRS>V","5.935725000000001","75.68","75.68","151.36","151.36"
"11248","095561390-0030","6006-C-2Z-L038-C3>V","5.13153","65.43","65.43","130.86","130.86"
"13976","095561390-0000","6006-C-2Z-L038>V","5.13153","65.43","65.43","130.86","130.86"
"13977","095561358-0030","6006-C-C3>V","5.667660000000001","72.26","72.26","144.52","144.52"
"13978","095561404-0000","6006-C-Z>V","6.242084999999999","79.59","79.59","159.18","159.18"
"7958","016717341-0030","6006-C3","5.667660000000001","72.26","72.26","144.52","144.52"
"13975","095561358-0000","6006-C>V","5.667660000000001","72.26","72.26","144.52","144.52"
"13979","038876434-0000","6006-L038","5.667660000000001","72.26","72.26","144.52","144.52"
"13980","038448378-0030","6006-MA-C3","23.53866","300.12","300.12","600.24","600.24"
"13981","019091796-0000","6006-N","8.692965","110.84","110.84","221.68","221.68"
"7959","016717406-0000","6006-RSR","7.544115","96.19","96.19","192.38","192.38"
"7960","016717406-0030","6006-RSR-C3","7.544115","96.19","96.19","192.38","192.38"
"13982","019091818-0000","6006-TB","25.747005","328.27","328.27","656.54","656.54"
"13983","038376679-0030","6006-TB-P6-C3","29.512680000000007","376.29","376.29","752.58","752.58"
"7961","016717422-0000","6006-Z","6.242084999999999","79.59","79.59","159.18","159.18"
"7962","016717422-0030","6006-Z-C3","6.242084999999999","79.59","79.59","159.18","159.18"
"7963","016717430-0000","6007","7.0335149999999995","89.68","89.68","179.36","179.36"
"7964","016717449-0000","6007-2RSR","7.17393","91.47","91.47","182.94","182.94"
"7965","016717449-0030","6007-2RSR-C3","7.17393","91.47","91.47","182.94","182.94"
"13984","063063336-0000","6007-2RSR-L038","7.17393","91.47","91.47","182.94","182.94"
"11249","063063336-0030","6007-2RSR-L038-C3","7.17393","91.47","91.47","182.94","182.94"
"13985","061368172-0000","6007-2RSR-L207","7.17393","91.47","91.47","182.94","182.94"
"7966","016717465-0000","6007-2Z","6.395265000000001","81.54","81.54","163.08","163.08"
"7967","016717465-0030","6007-2Z-C3","6.395265000000001","81.54","81.54","163.08","163.08"
"13986","038895250-0000","6007-2Z-L038","6.395265000000001","81.54","81.54","163.08","163.08"
"11250","038895250-0030","6007-2Z-L038-C3","6.395265000000001","81.54","81.54","163.08","163.08"
"10947","095562230-0030","6007-C-2HRS-L038-C3>V","7.17393","91.47","91.47","182.94","182.94"
"10946","095562230-0000","6007-C-2HRS-L038>V","7.17393","91.47","91.47","182.94","182.94"
"11251","095562257-0030","6007-C-2Z-L038-C3>V","6.395265000000001","81.54","81.54","163.08","163.08"
"13988","095562257-0000","6007-C-2Z-L038>V","6.395265000000001","81.54","81.54","163.08","163.08"
"13989","095562214-0030","6007-C-C3>V","7.0335149999999995","89.68","89.68","179.36","179.36"
"13991","095562265-0030","6007-C-HRS-C3>V","7.659","97.65","97.65","195.3","195.3"
"13990","095562265-0000","6007-C-HRS>V","7.659","97.65","97.65","195.3","195.3"
"13992","095562273-0000","6007-C-Z>V","7.263285000000001","92.61","92.61","185.22","185.22"
"7968","016717430-0030","6007-C3","7.0335149999999995","89.68","89.68","179.36","179.36"
"13987","095562214-0000","6007-C>V","7.0335149999999995","89.68","89.68","179.36","179.36"
"13993","019092121-0000","6007-N","9.560984999999999","121.9","121.9","243.8","243.8"
"13994","039713130-0000","6007-NR","10.531125","134.27","134.27","268.54","268.54"
"13995","038448394-0020","6007-P6-C2","30.55941","389.63","389.63","779.26","779.26"
"7969","019092148-0000","6007-RSR","7.659","97.65","97.65","195.3","195.3"
"7970","019092148-0030","6007-RSR-C3","7.659","97.65","97.65","195.3","195.3"
"13996","019092164-0000","6007-TB","32.11674","409.49","409.49","818.98","818.98"
"13997","038448467-0030","6007-TB-P6-C3","32.11674","409.49","409.49","818.98","818.98"
"7971","016717503-0000","6007-Z","7.263285000000001","92.61","92.61","185.22","185.22"
"7972","016717503-0030","6007-Z-C3","7.263285000000001","92.61","92.61","185.22","185.22"
"7973","016717511-0000","6008","8.820615","112.46","112.46","224.92","224.92"
"7974","016717520-0000","6008-2RSR","9.08868","115.88","115.88","231.76","231.76"
"7975","016717520-0030","6008-2RSR-C3","9.08868","115.88","115.88","231.76","231.76"
"7976","016717520-0040","6008-2RSR-C4","9.816285","125.16","125.16","250.32","250.32"
"13998","038913259-0000","6008-2RSR-L038","9.08868","115.88","115.88","231.76","231.76"
"11252","038913259-0030","6008-2RSR-L038-C3","9.08868","115.88","115.88","231.76","231.76"
"7977","016717546-0000","6008-2Z","7.9525950000000005","101.4","101.4","202.8","202.8"
"7978","016717546-0030","6008-2Z-C3","7.9525950000000005","101.4","101.4","202.8","202.8"
"13999","038895315-0000","6008-2Z-L038","7.9525950000000005","101.4","101.4","202.8","202.8"
"11253","038895315-0030","6008-2Z-L038-C3","7.9525950000000005","101.4","101.4","202.8","202.8"
"7979","016717511-0030","6008-C3","8.820615","112.46","112.46","224.92","224.92"
"14000","019092431-0030","6008-MA-C3","33.29112","424.46","424.46","848.92","848.92"
"7980","019002653-0000","6008-RSR","11.169374999999997","142.41","142.41","284.82","284.82"
"7981","019002653-0030","6008-RSR-C3","11.169374999999997","142.41","142.41","284.82","284.82"
"14001","019092482-0000","6008-TB","29.3595","374.33","374.33","748.66","748.66"
"14002","038282470-0030","6008-TB-P6-C3","32.11674","409.49","409.49","818.98","818.98"
"7982","016717597-0000","6008-Z","10.326885","131.67","131.67","263.34","263.34"
"7983","016717597-0030","6008-Z-C3","10.326885","131.67","131.67","263.34","263.34"
"7984","016717600-0000","6009","11.424674999999999","145.66","145.66","291.32","291.32"
"7985","016717619-0000","6009-2RSR","11.79486","150.38","150.38","300.76","300.76"
"7986","016717619-0030","6009-2RSR-C3","11.79486","150.38","150.38","300.76","300.76"
"14003","068960964-0000","6009-2RSR-L038","11.79486","150.38","150.38","300.76","300.76"
"11254","068960964-0030","6009-2RSR-L038-C3","11.79486","150.38","150.38","300.76","300.76"
"7987","016717635-0000","6009-2Z","10.365179999999999","132.16","132.16","264.32","264.32"
"7988","016717635-0030","6009-2Z-C3","10.365179999999999","132.16","132.16","264.32","264.32"
"14004","039048144-0000","6009-2Z-L038","10.365179999999999","132.16","132.16","264.32","264.32"
"11255","039048144-0030","6009-2Z-L038-C3","10.365179999999999","132.16","132.16","264.32","264.32"
"7989","016717600-0030","6009-C3","11.424674999999999","145.66","145.66","291.32","291.32"
"7990","019092725-0000","6009-RSR","14.462745","184.4","184.4","368.8","368.8"
"7991","019092725-0030","6009-RSR-C3","14.462745","184.4","184.4","368.8","368.8"
"14005","038448548-0030","6009-TB-P6-C3","37.133385","473.45","473.45","946.9","946.9"
"7992","019002661-0000","6009-Z","12.982005","165.52","165.52","331.04","331.04"
"7993","019002661-0030","6009-Z-C3","12.982005","165.52","165.52","331.04","331.04"
"7994","016717660-0000","6010","13.160715000000003","167.8","167.8","335.6","335.6"
"7995","016717678-0000","6010-2RSR","13.671315","174.31","174.31","348.62","348.62"
"7996","016717678-0020","6010-2RSR-C2","14.488275","184.73","184.73","369.46","369.46"
"7997","016717678-0030","6010-2RSR-C3","13.671315","174.31","174.31","348.62","348.62"
"14006","039240347-0000","6010-2RSR-L038","13.671315","174.31","174.31","348.62","348.62"
"11256","039240347-0030","6010-2RSR-L038-C3","13.671315","174.31","174.31","348.62","348.62"
"7998","016717694-0000","6010-2Z","11.986335000000002","152.83","152.83","305.66","305.66"
"7999","016717694-0030","6010-2Z-C3","11.986335000000002","152.83","152.83","305.66","305.66"
"14007","039059766-0000","6010-2Z-L038","11.986335000000002","152.83","152.83","305.66","305.66"
"11257","039059766-0030","6010-2Z-L038-C3","11.986335000000002","152.83","152.83","305.66","305.66"
"8000","016717660-0020","6010-C2","13.556429999999999","172.84","172.84","345.68","345.68"
"8001","016717660-0030","6010-C3","13.160715000000003","167.8","167.8","335.6","335.6"
"14008","038904888-0030","6010-MA-C3","26.602259999999998","339.18","339.18","678.36","678.36"
"8002","019092997-0000","6010-RSR","16.403025","209.14","209.14","418.28","418.28"
"8003","019092997-0030","6010-RSR-C3","16.403025","209.14","209.14","418.28","418.28"
"14009","038904896-0030","6010-TA-C3","99.758475","1271.92","1271.92","2543.84","2543.84"
"14010","019093039-0000","6010-TB","41.971320000000006","535.13","535.13","1070.26","1070.26"
"14011","038448629-0030","6010-TB-P6-C3","41.971320000000006","535.13","535.13","1070.26","1070.26"
"8004","019093047-0000","6010-Z","15.01164","191.4","191.4","382.8","382.8"
"8005","019093047-0030","6010-Z-C3","15.01164","191.4","191.4","382.8","382.8"
"8006","016717740-0000","6011","16.556205000000002","211.09","211.09","422.18","422.18"
"8007","016717759-0000","6011-2RSR","17.041275","217.28","217.28","434.56","434.56"
"8008","016717759-0030","6011-2RSR-C3","17.041275","217.28","217.28","434.56","434.56"
"14012","039093670-0000","6011-2RSR-L038","17.041275","217.28","217.28","434.56","434.56"
"11258","039093670-0030","6011-2RSR-L038-C3","17.041275","217.28","217.28","434.56","434.56"
"8009","016717783-0000","6011-2Z","15.420119999999999","196.61","196.61","393.22","393.22"
"8010","016717783-0030","6011-2Z-C3","15.420119999999999","196.61","196.61","393.22","393.22"
"14013","038895374-0000","6011-2Z-L038","15.420119999999999","196.61","196.61","393.22","393.22"
"11259","038895374-0030","6011-2Z-L038-C3","15.420119999999999","196.61","196.61","393.22","393.22"
"8011","016717740-0030","6011-C3","16.556205000000002","211.09","211.09","422.18","422.18"
"14014","038913194-0000","6011-NR","26.155485","333.48","333.48","666.96","666.96"
"8012","019093195-0000","6011-RSR","21.994095","280.42","280.42","560.84","560.84"
"14015","038448670-0030","6011-TB-P6-C3","51.87696000000001","661.43","661.43","1322.86","1322.86"
"8013","016717830-0000","6011-Z","21.445200000000003","273.43","273.43","546.86","546.86"
"8014","016717830-0030","6011-Z-C3","21.445200000000003","273.43","273.43","546.86","546.86"
"8015","016717848-0000","6012","20.730359999999997","264.31","264.31","528.62","528.62"
"8016","016717856-0000","6012-2RSR","19.6581","250.64","250.64","501.28","501.28"
"8017","016717856-0030","6012-2RSR-C3","19.6581","250.64","250.64","501.28","501.28"
"14016","038914417-0000","6012-2RSR-L038","19.6581","250.64","250.64","501.28","501.28"
"11260","038914417-0030","6012-2RSR-L038-C3","19.6581","250.64","250.64","501.28","501.28"
"8018","016717872-0000","6012-2Z","17.628465000000002","224.76","224.76","449.52","449.52"
"8019","016717872-0030","6012-2Z-C3","17.628465000000002","224.76","224.76","449.52","449.52"
"14017","068961626-0000","6012-2Z-L038","17.628465000000002","224.76","224.76","449.52","449.52"
"11261","068961626-0030","6012-2Z-L038-C3","17.628465000000002","224.76","224.76","449.52","449.52"
"8020","016717848-0030","6012-C3","20.730359999999997","264.31","264.31","528.62","528.62"
"14019","038404125-0030","6012-M-C3","41.94579","534.81","534.81","1069.62","1069.62"
"14018","038404133-0030","6012-MA-C3","41.94579","534.81","534.81","1069.62","1069.62"
"14020","038404109-0000","6012-P5","37.490805","478.01","478.01","956.02","956.02"
"8021","019093390-0000","6012-RSR","26.346960000000006","335.92","335.92","671.84","671.84"
"8022","019093390-0030","6012-RSR-C3","26.346960000000006","335.92","335.92","671.84","671.84"
"14021","038895390-0030","6012-TB-P6-C3","51.87696000000001","661.43","661.43","1322.86","1322.86"
"8023","019093411-0000","6012-Z","24.496035000000003","312.32","312.32","624.64","624.64"
"8024","019093411-0030","6012-Z-C3","24.496035000000003","312.32","312.32","624.64","624.64"
"8025","016717929-0000","6013","25.619355000000006","326.65","326.65","653.3","653.3"
"8026","016717937-0000","6013-2RSR","24.827924999999997","316.56","316.56","633.12","633.12"
"8027","016717937-0030","6013-2RSR-C3","24.827924999999997","316.56","316.56","633.12","633.12"
"14022","039077870-0000","6013-2RSR-L038","24.827924999999997","316.56","316.56","633.12","633.12"
"11262","039077870-0030","6013-2RSR-L038-C3","24.827924999999997","316.56","316.56","633.12","633.12"
"8028","016717953-0000","6013-2Z","22.236630000000005","283.52","283.52","567.04","567.04"
"8029","016717953-0030","6013-2Z-C3","22.236630000000005","283.52","283.52","567.04","567.04"
"14023","038895412-0000","6013-2Z-L038","22.236630000000005","283.52","283.52","567.04","567.04"
"11263","038895412-0030","6013-2Z-L038-C3","22.236630000000005","283.52","283.52","567.04","567.04"
"8030","016717929-0030","6013-C3","25.619355000000006","326.65","326.65","653.3","653.3"
"8031","016717929-0040","6013-C4","27.138390000000005","346.01","346.01","692.02","692.02"
"14024","019093594-0000","6013-M","96.73317","1233.35","1233.35","2466.7","2466.7"
"14025","019093594-0030","6013-M-C3","96.73317","1233.35","1233.35","2466.7","2466.7"
"14026","019093624-0000","6013-N","36.86532","470.03","470.03","940.06","940.06"
"14027","038913070-0000","6013-NR","37.73334","481.1","481.1","962.2","962.2"
"8032","019093640-0000","6013-RSR","33.31665","424.79","424.79","849.58","849.58"
"14028","019093659-0030","6013-TB-C3","61.706010000000006","786.75","786.75","1573.5","1573.5"
"14029","038404168-0030","6013-TB-P5-C3","96.17151","1226.19","1226.19","2452.38","2452.38"
"14030","038895420-0030","6013-TB-P6-C3","63.978179999999995","815.72","815.72","1631.44","1631.44"
"8033","019093683-0000","6013-Z","28.619130000000002","364.89","364.89","729.78","729.78"
"8034","019093683-0030","6013-Z-C3","28.619130000000002","364.89","364.89","729.78","729.78"
"8035","016718011-0000","6014","32.767755","417.79","417.79","835.58","835.58"
"8036","016718020-0000","6014-2RSR","31.006185","395.33","395.33","790.66","790.66"
"8037","016718020-0030","6014-2RSR-C3","31.006185","395.33","395.33","790.66","790.66"
"14031","038914425-0000","6014-2RSR-L038","31.006185","395.33","395.33","790.66","790.66"
"11264","038914425-0030","6014-2RSR-L038-C3","31.006185","395.33","395.33","790.66","790.66"
"8038","016718046-0000","6014-2Z","27.674519999999998","352.85","352.85","705.7","705.7"
"8039","016718046-0030","6014-2Z-C3","27.674519999999998","352.85","352.85","705.7","705.7"
"14032","038963604-0000","6014-2Z-L038","27.674519999999998","352.85","352.85","705.7","705.7"
"11265","038963604-0030","6014-2Z-L038-C3","27.674519999999998","352.85","352.85","705.7","705.7"
"8040","016718011-0030","6014-C3","32.767755","417.79","417.79","835.58","835.58"
"8041","016718011-0040","6014-C4","34.43997","439.11","439.11","878.22","878.22"
"14033","019093853-0000","6014-M","110.74914","1412.05","1412.05","2824.1","2824.1"
"14034","019093853-0030","6014-M-C3","110.74914","1412.05","1412.05","2824.1","2824.1"
"14035","019093853-0040","6014-M-C4","116.31468000000001","1483.01","1483.01","2966.02","2966.02"
"14036","019093888-0000","6014-N","40.848","520.81","520.81","1041.62","1041.62"
"8042","019093900-0000","6014-RSR","40.809704999999994","520.32","520.32","1040.64","1040.64"
"14037","019093918-0000","6014-TB","83.725635","1067.5","1067.5","2135","2135"
"14038","038376709-0000","6014-TB-P6","100.46055000000001","1280.87","1280.87","2561.74","2561.74"
"8043","019093926-0000","6014-Z","35.193105","448.71","448.71","897.42","897.42"
"8044","019093926-0030","6014-Z-C3","35.193105","448.71","448.71","897.42","897.42"
"8045","016718070-0000","6015","35.256930000000004","449.53","449.53","899.06","899.06"
"8046","016718089-0000","6015-2RSR","46.477365000000006","592.59","592.59","1185.18","1185.18"
"8047","016718089-0030","6015-2RSR-C3","46.477365000000006","592.59","592.59","1185.18","1185.18"
"8048","016718100-0000","6015-2Z","41.79261","532.86","532.86","1065.72","1065.72"
"8049","016718100-0030","6015-2Z-C3","41.79261","532.86","532.86","1065.72","1065.72"
"14039","038773570-0000","6015-2Z-L075","45.23916","576.8","576.8","1153.6","1153.6"
"14040","085560650-0000","6015-2Z-L252","52.374795","667.78","667.78","1335.56","1335.56"
"8050","016718070-0030","6015-C3","35.256930000000004","449.53","449.53","899.06","899.06"
"8051","016718070-0040","6015-C4","37.069559999999996","472.64","472.64","945.28","945.28"
"14041","019094043-0000","6015-M","126.55221","1613.54","1613.54","3227.08","3227.08"
"14042","019094043-0030","6015-M-C3","126.55221","1613.54","1613.54","3227.08","3227.08"
"14043","019094043-0040","6015-M-C4","134.045265","1709.08","1709.08","3418.16","3418.16"
"14044","038404222-0000","6015-N","50.689815","646.3","646.3","1292.6","1292.6"
"14045","038475600-0000","6015-NR","54.02148","688.77","688.77","1377.54","1377.54"
"8052","019094086-0000","6015-RSR","39.724680000000006","506.49","506.49","1012.98","1012.98"
"8053","016718143-0000","6015-Z","39.073665","498.19","498.19","996.38","996.38"
"8054","016718151-0000","6016","43.720125","557.43","557.43","1114.86","1114.86"
"8055","016718160-0000","6016-2RSR","59.101949999999995","753.55","753.55","1507.1","1507.1"
"8056","016718160-0030","6016-2RSR-C3","59.101949999999995","753.55","753.55","1507.1","1507.1"
"8057","016718186-0000","6016-2Z","53.68959","684.54","684.54","1369.08","1369.08"
"8058","016718186-0030","6016-2Z-C3","53.68959","684.54","684.54","1369.08","1369.08"
"8059","016718151-0030","6016-C3","43.720125","557.43","557.43","1114.86","1114.86"
"8060","016718151-0040","6016-C4","46.31142","590.47","590.47","1180.94","1180.94"
"14046","019094175-0000","6016-M","126.93516000000001","1618.42","1618.42","3236.84","3236.84"
"14047","019094175-0030","6016-M-C3","126.93516000000001","1618.42","1618.42","3236.84","3236.84"
