sap,desc,usd,precio_mxn,familia,marca
"066100569-0000","=-T-LASER-INLINE2.UPG-USB","2889.2173350000003","73675.04","(otros)","SCHAEFFLER"
"066100976-0000","=-T-LASER-INLINE2.UPG-WI","3176.429835","80998.96","(otros)","SCHAEFFLER"
"066098424-0000","=-T-LASER-INLINE2.USB-ADAP","632.5312799999999","16129.55","(otros)","SCHAEFFLER"
"066100291-0000","=-T-LASER-INLINE2.USB-ADAP-CABLE","276.08142","7040.08","(otros)","SCHAEFFLER"
"039698238-0000","=-T-LASER-TRUMMY-US","763.6916550000001","19474.14","(otros)","SCHAEFFLER"
"019162600-0000","=-T-LOCKNUT-DOUBLEHOOK-10-50","1481.493135","37778.07","(otros)","SCHAEFFLER"
"038436680-0000","=-T-LOCKNUT-DOUBLEHOOK-KM10","158.46471000000003","4040.85","(otros)","SCHAEFFLER"
"038813955-0000","=-T-LOCKNUT-DOUBLEHOOK-KM10-KIT","1968.31194","50191.95","(otros)","SCHAEFFLER"
"019162634-0000","=-T-LOCKNUT-DOUBLEHOOK-KM11","159.779505","4074.38","(otros)","SCHAEFFLER"
"038813963-0000","=-T-LOCKNUT-DOUBLEHOOK-KM11-KIT","1968.31194","50191.95","(otros)","SCHAEFFLER"
"038813971-0000","=-T-LOCKNUT-DOUBLEHOOK-KM12-KIT","1973.6604750000004","50328.34","(otros)","SCHAEFFLER"
"019162677-0000","=-T-LOCKNUT-DOUBLEHOOK-KM13","174.71455499999996","4455.22","(otros)","SCHAEFFLER"
"038813980-0000","=-T-LOCKNUT-DOUBLEHOOK-KM13-KIT","1975.43481","50373.59","(otros)","SCHAEFFLER"
"019162693-0000","=-T-LOCKNUT-DOUBLEHOOK-KM5","148.12506","3777.19","(otros)","SCHAEFFLER"
"038813904-0000","=-T-LOCKNUT-DOUBLEHOOK-KM5-KIT","1575.4945950000003","40175.11","(otros)","SCHAEFFLER"
"019162715-0000","=-T-LOCKNUT-DOUBLEHOOK-KM6","149.35049999999998","3808.44","(otros)","SCHAEFFLER"
"038813912-0000","=-T-LOCKNUT-DOUBLEHOOK-KM6-KIT","1575.4945950000003","40175.11","(otros)","SCHAEFFLER"
"019162731-0000","=-T-LOCKNUT-DOUBLEHOOK-KM7","150.103635","3827.64","(otros)","SCHAEFFLER"
"038813920-0000","=-T-LOCKNUT-DOUBLEHOOK-KM7-KIT","1575.4945950000003","40175.11","(otros)","SCHAEFFLER"
"038813939-0000","=-T-LOCKNUT-DOUBLEHOOK-KM8-KIT","1575.4945950000003","40175.11","(otros)","SCHAEFFLER"
"038813947-0000","=-T-LOCKNUT-DOUBLEHOOK-KM9-KIT","1968.31194","50191.95","(otros)","SCHAEFFLER"
"039057046-0000","=-T-LOCKNUT-FACEPIN-LNP140-170","140.32564500000004","3578.30","(otros)","SCHAEFFLER"
"039057003-0000","=-T-LOCKNUT-FACEPIN-LNP45-65","43.45206","1108.03","(otros)","SCHAEFFLER"
"039056910-0000","=-T-LOCKNUT-FLEXIHOOK-KM1-4","32.06568","817.67","(otros)","SCHAEFFLER"
"039056929-0000","=-T-LOCKNUT-FLEXIHOOK-KM5-8","34.79739000000001","887.33","(otros)","SCHAEFFLER"
"039057054-0000","=-T-LOCKNUT-FLEXIPIN-AM15-17","40.324635","1028.28","(otros)","SCHAEFFLER"
"039057062-0000","=-T-LOCKNUT-FLEXIPIN-AM20","41.984085","1070.59","(otros)","SCHAEFFLER"
"056783698-0030","=-T-NJ1032-XL-N-MP1A-C3","608.48202","15516.29","(otros)","FAG"
"019222017-0000","=-T-NJ212-E-XL-JP1","72.517965","1849.21","(otros)","FAG"
"038767279-0000","=-T-PULLER44-150","309.95973","7903.97","(otros)","SCHAEFFLER"
"038743949-0000","=-T-PULLER47-100","185.67969","4734.83","(otros)","SCHAEFFLER"
"038767309-0000","=-T-PULLER47-200","330.12843","8418.27","(otros)","SCHAEFFLER"
"038767325-0000","=-T-PULLER49-100-75","267.79693499999996","6828.82","(otros)","SCHAEFFLER"
"038767333-0000","=-T-PULLER49-300-150","819.7044750000001","20902.46","(otros)","SCHAEFFLER"
"038777754-0000","=-T-PULLER49-400-210","1449.5933999999997","36964.63","(otros)","SCHAEFFLER"
"038777770-0000","=-T-PULLER52-130","372.09975","9488.54","(otros)","SCHAEFFLER"
"038759659-0000","=-T-PULLER52-230","478.91727","12212.39","(otros)","SCHAEFFLER"
"038743957-0000","=-T-PULLER52-390","1012.3793850000001","25815.67","(otros)","SCHAEFFLER"
"038777797-0000","=-T-PULLER52-640","1122.8476950000002","28632.62","(otros)","SCHAEFFLER"
"038777762-0000","=-T-PULLER52-85","264.273795","6738.98","(otros)","SCHAEFFLER"
"038766582-0000","=-T-PULLER54-100","130.777425","3334.82","(otros)","SCHAEFFLER"
"038743981-0000","=-T-PULLER54-200","145.36782","3706.88","(otros)","SCHAEFFLER"
"038772043-0000","=-T-PULLER54-300","237.058815","6045.00","(otros)","SCHAEFFLER"
"038772051-0000","=-T-PULLER54-400","253.857555","6473.37","(otros)","SCHAEFFLER"
"038743990-0000","=-T-PULLER54-500","398.255235","10155.51","(otros)","SCHAEFFLER"
"038772060-0000","=-T-PULLER54-600","435.375855","11102.08","(otros)","SCHAEFFLER"
"038744031-0000","=-T-PULLER54-SET","1826.08431","46565.15","(otros)","SCHAEFFLER"
"038744040-0000","=-T-PULLER56-120-SET","1168.7634000000003","29803.47","(otros)","SCHAEFFLER"
"038777819-0000","=-T-PULLER56-20-SET","808.2798","20611.13","(otros)","SCHAEFFLER"
"038767376-0000","=-T-PULLER56-220-SET","1315.241775","33538.67","(otros)","SCHAEFFLER"
"038779102-0000","=-T-PULLER62-100-10","225.82561500000003","5758.55","(otros)","SCHAEFFLER"
"038779110-0000","=-T-PULLER62-100-14","265.40988","6767.95","(otros)","SCHAEFFLER"
"038779129-0000","=-T-PULLER62-100-20","239.72670000000002","6113.03","(otros)","SCHAEFFLER"
"038779137-0000","=-T-PULLER62-100-30","245.06247","6249.09","(otros)","SCHAEFFLER"
"038779080-0000","=-T-PULLER62-100-5","213.39250499999997","5441.51","(otros)","SCHAEFFLER"
"038779099-0000","=-T-PULLER62-100-7","217.23477","5539.49","(otros)","SCHAEFFLER"
"038779145-0000","=-T-PULLER62-200-40","435.46520999999996","11104.36","(otros)","SCHAEFFLER"
"038779153-0000","=-T-PULLER62-200-50","490.52065500000003","12508.28","(otros)","SCHAEFFLER"
"038779161-0000","=-T-PULLER62-200-60","447.3749550000001","11408.06","(otros)","SCHAEFFLER"
"038686007-0000","=-T-PULLER62-300","188.93476499999997","4817.84","(otros)","SCHAEFFLER"
"038744066-0000","=-T-PULLER62-SET","2558.64213","65245.37","(otros)","SCHAEFFLER"
"019137206-0000","=-T-PULLER64-400","656.8613700000001","16749.96","(otros)","SCHAEFFLER"
"038777843-0000","=-T-PULLER64-500","965.6211900000001","24623.34","(otros)","SCHAEFFLER"
"038777851-0000","=-T-PULLER64-600","1506.384885","38412.81","(otros)","SCHAEFFLER"
"039619362-0000","=-T-PULLER64-700","2169.25857","55316.09","(otros)","SCHAEFFLER"
"074723987-0000","=-T-PULLER-BORE.GRIPPER-10-13","225.82561500000003","5758.55","(otros)","SCHAEFFLER"
"074724002-0000","=-T-PULLER-BORE.GRIPPER-14-19","265.40988","6767.95","(otros)","SCHAEFFLER"
"074724320-0000","=-T-PULLER-BORE.GRIPPER-20-29","239.72670000000002","6113.03","(otros)","SCHAEFFLER"
"074724568-0000","=-T-PULLER-BORE.GRIPPER-30-39","245.06247","6249.09","(otros)","SCHAEFFLER"
"074724789-0000","=-T-PULLER-BORE.GRIPPER-40-49","435.49074","11105.01","(otros)","SCHAEFFLER"
"074724860-0000","=-T-PULLER-BORE.GRIPPER-50-59","490.52065500000003","12508.28","(otros)","SCHAEFFLER"
"074723600-0000","=-T-PULLER-BORE.GRIPPER-5-6","213.39250499999997","5441.51","(otros)","SCHAEFFLER"
"074724908-0000","=-T-PULLER-BORE.GRIPPER-60-69","447.3749550000001","11408.06","(otros)","SCHAEFFLER"
"074725068-0000","=-T-PULLER-BORE.GRIPPER-70-79","188.97306","4818.81","(otros)","SCHAEFFLER"
"074723774-0000","=-T-PULLER-BORE.GRIPPER-7-9","217.23477","5539.49","(otros)","SCHAEFFLER"
"074714287-0000","=-T-PULLER-BORE.HOLDER-30-95","572.53578","14599.66","(otros)","SCHAEFFLER"
"074714392-0000","=-T-PULLER-BORE.HOLDER-55-135","679.2384149999999","17320.58","(otros)","SCHAEFFLER"
"074725076-0000","=-T-PULLER-BORE.IMPACT-300","254.010735","6477.27","(otros)","SCHAEFFLER"
"076057941-0000","=-T-PULLER-BORE.IMPACT-90","215.37108","5491.96","(otros)","SCHAEFFLER"
"074723065-0000","=-T-PULLER-BORE40-79-SET","2660.979135","67854.97","(otros)","SCHAEFFLER"
"019258488-0000","=-T-PULLER-HYD175","3229.9151849999994","82362.84","(otros)","SCHAEFFLER"
"019258518-0000","=-T-PULLER-HYD175-XL","3713.31297","94689.48","(otros)","SCHAEFFLER"
"055580203-0000","=-T-PULLER-INTERNAL.ARM-A1-KIT","86.63605500000001","2209.22","(otros)","SCHAEFFLER"
"057751668-0000","=-T-PULLER-INTERNAL.ARM-A3-KIT","86.63605500000001","2209.22","(otros)","SCHAEFFLER"
"062454498-0000","=-T-PULLER-INTERNAL.ARM-A4-KIT","87.04453500000001","2219.64","(otros)","SCHAEFFLER"
"073935069-0000","=-T-PULLER-INTERNAL.ARM-A6-KIT","184.77337500000002","4711.72","(otros)","SCHAEFFLER"
"055579795-0000","=-T-PULLER-INTERNAL.SPINDLE-M12","128.760555","3283.39","(otros)","SCHAEFFLER"
"072236787-0000","=-T-PULLER-INTERNAL.SPINDLE-M16","157.60945500000003","4019.04","(otros)","SCHAEFFLER"
"073935859-0000","=-T-PULLER-SPECIAL-BASIC30","722.537295","18424.70","(otros)","SCHAEFFLER"
"073935980-0000","=-T-PULLER-SPECIAL-BASIC46","1062.2139450000002","27086.46","(otros)","SCHAEFFLER"
"073936006-0000","=-T-PULLER-SPECIAL-BASIC66","1657.0501800000002","42254.78","(otros)","SCHAEFFLER"
"073936189-0000","=-T-PULLER-SPECIAL-BASIC77","2386.1614500000005","60847.12","(otros)","SCHAEFFLER"
"073935530-0000","=-T-PULLER-SUPPORT150","309.95973","7903.97","(otros)","SCHAEFFLER"
"019258720-0000","=-T-PUMP.ADAPTER-A-G1/4","137.23651500000003","3499.53","(otros)","SCHAEFFLER"
"038808676-0000","=-T-PUMP.ADAPTER-A-G3/4","134.09632499999998","3419.46","(otros)","SCHAEFFLER"
"019258771-0000","=-T-PUMP.ADAPTER-B-G3/4","177.91857000000002","4536.92","(otros)","SCHAEFFLER"
"038808684-0000","=-T-PUMP.HOLDER-2","375.86542499999996","9584.57","(otros)","SCHAEFFLER"
"038808692-0000","=-T-PUMP.HOLDER-3","599.24016","15280.62","(otros)","SCHAEFFLER"
"019258828-0000","=-T-PUMP.NIPPLE-A-G1/4-G1/2","161.20918500000002","4110.83","(otros)","SCHAEFFLER"
"019258836-0000","=-T-PUMP.NIPPLE-A-G1/4-G1/8","158.34982499999998","4037.92","(otros)","SCHAEFFLER"
"019258844-0000","=-T-PUMP.NIPPLE-A-G1/4-G3/4","156.06489","3979.65","(otros)","SCHAEFFLER"
"038437180-0000","=-T-PUMP.NIPPLE-A-G1/4-G3/8","156.06489","3979.65","(otros)","SCHAEFFLER"
"038808706-0000","=-T-PUMP.NIPPLE-A-G1/4-M14","164.45149500000002","4193.51","(otros)","SCHAEFFLER"
"038808714-0000","=-T-PUMP.NIPPLE-A-G3/4-G1/4","161.20918500000002","4110.83","(otros)","SCHAEFFLER"
"019258895-0000","=-T-PUMP.NIPPLE-A-G3/4-G1/8","161.20918500000002","4110.83","(otros)","SCHAEFFLER"
"019258909-0000","=-T-PUMP.NIPPLE-A-G3/4-G3/8","161.20918500000002","4110.83","(otros)","SCHAEFFLER"
"019258917-0000","=-T-PUMP.NIPPLE-A-G3/8-G1/4","142.55952000000002","3635.27","(otros)","SCHAEFFLER"
"019258950-0000","=-T-PUMP.NIPPLE-B-G1/4-G1/2","172.48067999999998","4398.26","(otros)","SCHAEFFLER"
"019258968-0000","=-T-PUMP.NIPPLE-B-G1/4-G1/8","210.16295999999997","5359.16","(otros)","SCHAEFFLER"
"019258976-0000","=-T-PUMP.NIPPLE-B-G1/4-G3/4","213.25209","5437.93","(otros)","SCHAEFFLER"
"066324017-0000","=-T-PUMP.NIPPLE-B-G3/4-G1/2","216.74970000000002","5527.12","(otros)","SCHAEFFLER"
"019259026-0000","=-T-PUMP.NIPPLE-B-G3/4-G3/8","213.25209","5437.93","(otros)","SCHAEFFLER"
"019259034-0000","=-T-PUMP.NIPPLE-B-G3/8-G1/4","216.74970000000002","5527.12","(otros)","SCHAEFFLER"
"039064816-0000","=-T-PUMP.NIPPLE-B-G3/8-G1/8","216.74970000000002","5527.12","(otros)","SCHAEFFLER"
"054004942-0000","=-T-PUMP.NIPPLE-B-G3/8-G3/4","237.058815","6045.00","(otros)","SCHAEFFLER"
"060915374-0000","=-T-PUMP.PIPE-G1/2","605.329065","15435.89","(otros)","SCHAEFFLER"
"038808749-0000","=-T-PUMP.PIPE-G3/4","600.759195","15319.36","(otros)","SCHAEFFLER"
"038808757-0000","=-T-PUMP.PIPE-G3/8","624.79569","15932.29","(otros)","SCHAEFFLER"
"019259280-0000","=-T-PUMP1000.MANO-G1/2","355.96479","9077.10","(otros)","SCHAEFFLER"
"038808870-0000","=-T-PUMP1600.VALVE-NIPPLE","225.21289500000003","5742.93","(otros)","SCHAEFFLER"
"054811805-0000","=-T-PUMP2500-D.CONVERS-KIT","3451.2475200000003","88006.81","(otros)","SCHAEFFLER"
"039616827-0000","=-T-RN60","3246.31821","82781.11","(otros)","FAG"
"000056430-0000","=-T-RPNA28/44","89.43048000000002","2280.48","(otros)","INA"
"021643067-0000","=-T-SOUND-CHECK","101.90299500000002","2598.53","(otros)","SCHAEFFLER"
"038890410-0000","=-T-TACHOMETER.MARKS-REFLEX","22.453634999999995","572.57","(otros)","SCHAEFFLER"
"038437627-0000","=-T-TEMP-CHECK-CONTACT.SENSOR","513.86784","13103.63","(otros)","SCHAEFFLER"
"038437635-0000","=-T-TEMP-CHECK-CONTACT.SENSOR-IMMERSION","220.47708","5622.17","(otros)","SCHAEFFLER"
"072062568-0000","=-T-TEMP-CHECK-PRO","845.106825","21550.22","(otros)","SCHAEFFLER"
"005919002-0000","=-T-TW.WA15","30.344625000000004","773.79","(otros)","INA"
"005919240-0000","=-T-TW.WA41","135.13473000000002","3445.94","(otros)","INA"
"069318808-0000","=-T-UCF205-16","14.513804999999998","370.10","(otros)","FAG"
"069376476-0000","=-T-UCF211-32","39.23961","1000.61","(otros)","FAG"
"076901491-0000","=-T-UCF214-44","89.546475","2283.44","(otros)","FAG"
"069343527-0000","=-T-UCFL207-20","20.028285","510.72","(otros)","FAG"
"070453691-0000","=-T-UCP207-22","20.028285","510.72","(otros)","FAG"
"069364923-0000","=-T-UCP208-24","22.734465","579.73","(otros)","FAG"
"069373132-0000","=-T-UCP210-30","31.772085","810.19","(otros)","FAG"
"069376107-0000","=-T-UCP211-32","39.23961","1000.61","(otros)","FAG"
"070548110-0000","=-T-UCT205","18.994320000000002","484.36","(otros)","FAG"
"069140812-0000","=-T-WEAR-DEBRIS.INTER-FACE","2663.64702","67923.00","(otros)","SCHAEFFLER"
"069141045-0000","=-T-WEAR-DEBRIS.MONITOR","11483.9046","292839.57","(otros)","SCHAEFFLER"
"069139083-0000","=-T-WEAR-DEBRIS-KIT","14477.884290000004","369186.05","(otros)","SCHAEFFLER"
"117765520-0000","100HCRRDUL G-75 P2PF 22120","509.75640000000004","12998.79","serie 10xx","BARDEN"
"117618993-0000","101BX48 O-67","403.8957","10299.34","serie 10xx","BARDEN"
"117619000-0000","101BX48D20 O-67","821.2113","20940.89","serie 10xx","BARDEN"
"117619060-0000","101FFTX1K3 G-74","274.3587","6996.15","serie 10xx","BARDEN"
"117783706-0000","101HC O-11","97.4025","2483.76","serie 10xx","BARDEN"
"117784540-0000","101HCDUH O-11","232.46730000000002","5927.92","serie 10xx","BARDEN"
"117765538-0000","101HCDUL O-11 P2PF 22121","232.46730000000002","5927.92","serie 10xx","BARDEN"
"117784559-0000","101HCDUM O-11","232.46730000000002","5927.92","serie 10xx","BARDEN"
"117801941-0000","101HCRRDUH G-75","290.5758000000001","7409.68","serie 10xx","BARDEN"
"117765546-0000","101HCRRDUL G-75 P2PF 22122","582.1506","14844.84","serie 10xx","BARDEN"
"117801933-0000","101HCRRDUM G-75","290.5758000000001","7409.68","serie 10xx","BARDEN"
"117801771-0000","101HCUH O-11","116.21700000000001","2963.53","serie 10xx","BARDEN"
"117801763-0000","101HCUM O-11","116.21700000000001","2963.53","serie 10xx","BARDEN"
"117801810-0000","101HEDUH O-11","232.46730000000002","5927.92","serie 10xx","BARDEN"
"117765570-0000","101HEDUL O-11","232.46730000000002","5927.92","serie 10xx","BARDEN"
"117801801-0000","101HEDUM O-11","232.46730000000002","5927.92","serie 10xx","BARDEN"
"117801798-0000","101HEUH O-11","116.21700000000001","2963.53","serie 10xx","BARDEN"
"117801780-0000","101HEUM O-11","116.21700000000001","2963.53","serie 10xx","BARDEN"
"117619280-0000","101SSTX1K3 G-74","241.6581","6162.28","serie 10xx","BARDEN"
"117619361-0000","101SSTX1K5C G-76","247.43565000000004","6309.61","serie 10xx","BARDEN"
"117619485-0000","102BX48 O-67","431.38485","11000.31","serie 10xx","BARDEN"
"117619507-0000","102BX48D12 O-67","876.30615","22345.81","serie 10xx","BARDEN"
"117785660-0000","102HCDUH O-11","239.72670000000002","6113.03","serie 10xx","BARDEN"
"117765619-0000","102HCDUL O-11 P2PF 22129","239.74335000000002","6113.46","serie 10xx","BARDEN"
"117765627-0000","102HCRRDUL G-75 P2PF 22130","299.63340000000005","7640.65","serie 10xx","BARDEN"
"117801542-0000","102HE O-11","99.0675","2526.22","serie 10xx","BARDEN"
"117801585-0000","102HEDUH O-11","239.72670000000002","6113.03","serie 10xx","BARDEN"
"117765651-0000","102HEDUL O-11","239.72670000000002","6113.03","serie 10xx","BARDEN"
"117801577-0000","102HEDUM O-11","239.72670000000002","6113.03","serie 10xx","BARDEN"
"117801569-0000","102HEUH O-11","119.86335000000001","3056.52","serie 10xx","BARDEN"
"117765686-0000","102HEUL O-11","119.86335000000001","3056.52","serie 10xx","BARDEN"
"117801550-0000","102HEUM O-11","119.86335000000001","3056.52","serie 10xx","BARDEN"
"117619701-0000","103BX48D12 O-67","957.79125","24423.68","serie 10xx","BARDEN"
"117793116-0000","103HCDUH O-11","263.61945000000003","6722.30","serie 10xx","BARDEN"
"117765716-0000","103HCDUL O-11 P2PF 22137","263.61945000000003","6722.30","serie 10xx","BARDEN"
"117765724-0000","103HCRRDUL G-75 P2PF 22138","329.52015","8402.76","serie 10xx","BARDEN"
"117857572-0000","103HCX64DU24 O-67","472.2273","12041.80","serie 10xx","BARDEN"
"117620017-0000","103SST3 G-74","313.8858000000001","8004.09","serie 10xx","BARDEN"
"117620165-0000","104BX48D12 O-67","1066.1328","27186.39","serie 10xx","BARDEN"
"117875066-0000","104FFT5 G-33","397.08585000000005","10125.69","serie 10xx","BARDEN"
"117785695-0000","104HC O-11","118.98089999999999","3034.01","serie 10xx","BARDEN"
"117802522-0000","104HCDUH O-11","270.9621000000001","6909.53","serie 10xx","BARDEN"
"117765783-0000","104HCDUL O-11 P2PF 22145","279.0873","7116.73","serie 10xx","BARDEN"
"117785709-0000","104HCDUM O-11","270.9621000000001","6909.53","serie 10xx","BARDEN"
"117765791-0000","104HCRRDUL G-75 P2PF 22146","287.87850000000003","7340.90","serie 10xx","BARDEN"
"117802492-0000","104HCUH O-11","135.44775","3453.92","serie 10xx","BARDEN"
"117765813-0000","104HCUL O-11","135.44775","3453.92","serie 10xx","BARDEN"
"117802484-0000","104HCUM O-11","135.44775","3453.92","serie 10xx","BARDEN"
"117765821-0000","104HEDUL O-11","270.9621000000001","6909.53","serie 10xx","BARDEN"
"117784400-0000","104HEDUM O-11","270.9621000000001","6909.53","serie 10xx","BARDEN"
"117765830-0000","104HERRDUL G-75","338.7109500000001","8637.13","serie 10xx","BARDEN"
"117765856-0000","104HEUL O-11","135.44775","3453.92","serie 10xx","BARDEN"
"117620475-0000","104SST3 G-74","311.43825000000004","7941.68","serie 10xx","BARDEN"
"117639869-0000","104ST3 G-46-HLA","357.22575","9109.26","serie 10xx","BARDEN"
"117620688-0000","104T3 O-67","283.23315","7222.45","serie 10xx","BARDEN"
"117620726-0000","104T5 O-67","283.23315","7222.45","serie 10xx","BARDEN"
"117620769-0000","105BX48D17 O-67","1099.6992000000002","28042.33","serie 10xx","BARDEN"
"117620831-0000","105FFT3 G-74","346.96934999999996","8847.72","serie 10xx","BARDEN"
"117642100-0000","105FFT5 G-74","346.96934999999996","8847.72","serie 10xx","BARDEN"
"117779490-0000","105HC O-11","138.01185000000004","3519.30","serie 10xx","BARDEN"
"117779539-0000","105HCDUH O-11","313.5195000000001","7994.75","serie 10xx","BARDEN"
"117754200-0000","105HCDUL O-11 P2PF 21719","297.16920000000005","7577.81","serie 10xx","BARDEN"
"117776475-0000","105HCDUM O-11","313.5195000000001","7994.75","serie 10xx","BARDEN"
"117754218-0000","105HCRRDUL G-75 P2PF 21720","391.8744000000001","9992.80","serie 10xx","BARDEN"
"117754234-0000","105HCUL O-11","156.74309999999997","3996.95","serie 10xx","BARDEN"
"117779431-0000","105HCUM O-11","156.74309999999997","3996.95","serie 10xx","BARDEN"
"117779504-0000","105HE O-11","138.01185000000004","3519.30","serie 10xx","BARDEN"
"117779547-0000","105HEDUH O-11","313.5195000000001","7994.75","serie 10xx","BARDEN"
"117754242-0000","105HEDUL O-11","313.5195000000001","7994.75","serie 10xx","BARDEN"
"117769690-0000","105HEDUM O-11","313.5195000000001","7994.75","serie 10xx","BARDEN"
"117754277-0000","105HEUL O-11","156.74309999999997","3996.95","serie 10xx","BARDEN"
"117758205-0000","105HEUM O-11","156.74309999999997","3996.95","serie 10xx","BARDEN"
"117621099-0000","105T3 O-67","320.69565000000006","8177.74","serie 10xx","BARDEN"
"074651080-0000","106BX48D17 O-67 P2P 00289-BARDEN","1205.70975","30745.60","serie 10xx","BARDEN"
"117790869-0000","106FFT6 G-12","469.4301000000001","11970.47","serie 10xx","BARDEN"
"117745308-0000","106FFT6 G-18","557.45865","14215.20","serie 10xx","BARDEN"
"117782149-0000","106FFT6 G-33","557.45865","14215.20","serie 10xx","BARDEN"
"082349177-0000","106FFT6 G-44 27738","494.8047","12617.52","serie 10xx","BARDEN"
"117621250-0000","106FFT6 G-74","496.41974999999996","12658.70","serie 10xx","BARDEN"
"117621137-0000","106FFTAT3 G-12","370.14615000000003","9438.73","serie 10xx","BARDEN"
"117621145-0000","106FFTAT3 G-74","370.14615000000003","9438.73","serie 10xx","BARDEN"
"117778486-0000","106HC O-11","145.80405000000002","3718.00","serie 10xx","BARDEN"
"117778524-0000","106HCDUH O-11","329.81985000000003","8410.41","serie 10xx","BARDEN"
"117772895-0000","106HCDUL G-12","329.81985000000003","8410.41","serie 10xx","BARDEN"
"117757357-0000","106HCDUL O-11 P2PF 21727","329.8032","8409.98","serie 10xx","BARDEN"
"117778435-0000","106HCDUM O-11","329.81985000000003","8410.41","serie 10xx","BARDEN"
"117778567-0000","106HCRRDUH G-75","412.2540000000001","10512.48","serie 10xx","BARDEN"
"117757446-0000","106HCRRDUL G-75 P2PF 21728","412.2540000000001","10512.48","serie 10xx","BARDEN"
"117778460-0000","106HCRRDUM G-75","412.2540000000001","10512.48","serie 10xx","BARDEN"
"117757349-0000","106HCUL O-11","164.88495","4204.57","serie 10xx","BARDEN"
"117778419-0000","106HCUM O-11","164.88495","4204.57","serie 10xx","BARDEN"
"117778532-0000","106HEDUH O-11","329.81985000000003","8410.41","serie 10xx","BARDEN"
"117757373-0000","106HEDUL O-11","329.81985000000003","8410.41","serie 10xx","BARDEN"
"117778443-0000","106HEDUM O-11","329.81985000000003","8410.41","serie 10xx","BARDEN"
"117757365-0000","106HEUL O-11","164.88495","4204.57","serie 10xx","BARDEN"
